Donor,ISO3,Recipient,Economic Development,WHO Region,HEALTH POLICY & ADMIN. MANAGEMENT,MDG6,Other Health Purposes,RH & FP,"Disbursements, Million, 2010 constant US$ (2010-2011)"
IDA,BTN,Bhutan,LDCs,Sear, 0.11 , 0.23 , -   , 0.23 , 0.57 
IDA,LCA,Saint Lucia,UMICs,Amr, 0.52 , -   , -   , -   , 0.52 
IDA,IDN,Indonesia,LMICs,Sear, 0.47 , -   , -   , -   , 0.47 
IDA,GUY,Guyana,LMICs,Amr, -   , 0.35 , -   , 0.12 , 0.46 
IDA,TLS,Timor-Leste,LDCs,Sear, 0.10 , -   , 0.36 , -   , 0.46 
IDA,STP,Sao Tome and Principe,LDCs,Afr, -   , 0.08 , 0.30 , -   , 0.38 
IDA,HND,Honduras,LMICs,Amr, 0.33 , 0.01 , -   , 0.01 , 0.34 
IDA,MDV,Maldives,UMICs,Sear, -   , -   , 0.33 , -   , 0.33 
IDA,COM,Comoros,LDCs,Afr, 0.30 , -   , -   , -   , 0.30 
IDA,UNK,Kosovo (SCR 1244 (1999)),LMICs,Not UN, 0.05 , 0.17 , 0.05 , -   , 0.27 
IDA,MNG,Mongolia,LMICs,Wpr, 0.02 , -   , -   , -   , 0.02 
IDA,CHN,China,UMICs,Wpr, -   , -   , -   , -   , -   
IDA,CPV,Cape Verde,LMICs,Afr, -   , -   , -   , -   , -   
IDA,EGY,Egypt,LMICs,Emr, -   , -   , -   , -   , -   
IDA,GNB,Guinea-Bissau,LDCs,Afr, -   , -   , -   , -   , -   
IDA,GNQ,Equatorial Guinea,LDCs,Afr, -   , -   , -   , -   , -   
IDA,GRD,Grenada,UMICs,Amr, -   , -   , -   , -   , -   
IDA,MKD,The former Yugoslav Republic of Macedonia,UMICs,Eur, -   , -   , -   , -   , -   
IDA,PHL,Philippines,LMICs,Wpr, -   , -   , -   , -   , -   
IDA,THA,Thailand,UMICs,Sear, -   , -   , -   , -   , -   
IDA,TON,Tonga,LMICs,Wpr, -   , -   , -   , -   , -   
IDA,TUN,Tunisia,UMICs,Emr, -   , -   , -   , -   , -   
IDA,VCT,Saint Vincent and the Grenadines,UMICs,Amr, -   , -   , -   , -   , -   
IDA,MNE,Montenegro,UMICs,Eur,-0.00 , -   ,-0.00 , -   ,-0.01 
IDB Sp.Fund,NIC,Nicaragua,LMICs,Amr, 46.41 , -   , 0.48 , 0.05 , 46.94 
IDB Sp.Fund,HTI,Haiti,LDCs,Amr, 13.77 , -   , 3.83 , -   , 17.60 
IDB Sp.Fund,HND,Honduras,LMICs,Amr, -   , -   , 13.81 , -   , 13.81 
IDB Sp.Fund,GUY,Guyana,LMICs,Amr, 4.05 , -   , 1.10 , -   , 5.14 
IDB Sp.Fund,Global and Regional,Global and Regional,Global and Regional,Global and Regional, 3.90 , -   , 1.18 , -   , 5.08 
IDB Sp.Fund,CHL,Chile,UMICs,Amr, 0.62 , -   , -   , -   , 0.62 
IDB Sp.Fund,GTM,Guatemala,LMICs,Amr, -   , -   , 0.53 , -   , 0.53 
IDB Sp.Fund,URY,Uruguay,UMICs,Amr, 0.36 , -   , -   , -   , 0.36 
IDB Sp.Fund,MEX,Mexico,UMICs,Amr, 0.15 , -   , -   , -   , 0.15 
IDB Sp.Fund,DOM,Dominican Republic,UMICs,Amr, -   , -   , 0.15 , -   , 0.15 
IDB Sp.Fund,SLV,El Salvador,LMICs,Amr, 0.10 , -   , -   , -   , 0.10 
IDB Sp.Fund,ECU,Ecuador,UMICs,Amr, 0.02 , -   , 0.07 , -   , 0.09 
IDB Sp.Fund,BOL,Bolivia (Plurinational State of),LMICs,Amr, -   , -   , 0.08 , -   , 0.08 
IDB Sp.Fund,BRA,Brazil,UMICs,Amr, -   , -   , 0.02 , -   , 0.02 
IDB Sp.Fund,ARG,Argentina,UMICs,Amr, -   , -   , -   , -   , -   
IDB Sp.Fund,CRI,Costa Rica,UMICs,Amr, -   , -   , -   , -   , -   
IDB Sp.Fund,PRY,Paraguay,LMICs,Amr, -   , -   , -   , -   , -   
IDB Sp.Fund,SUR,Suriname,UMICs,Amr, -   , -   , -   , -   , -   
IFAD,LAO,Lao People's Democratic Republic,LDCs,Wpr, -   , -   , -   , -   , -   
IFAD,SDN,Sudan,LDCs,Emr, -   , -   , -   , -   , -   
IFAD,TJK,Tajikistan,Other LICs,Eur, -   , -   , -   , -   , -   
Ireland,MOZ,Mozambique,LDCs,Afr, 37.90 , 4.44 , 1.68 , 0.02 , 44.04 
Ireland,Global and Regional,Global and Regional,Global and Regional,Global and Regional, 4.56 , 15.30 , 7.69 , 1.33 , 28.89 
Ireland,TZA,United Republic of Tanzania,LDCs,Afr, 21.38 , 1.05 , 1.97 , -   , 24.40 
Ireland,UGA,Uganda,LDCs,Afr, 0.74 , 20.23 , 1.39 , -   , 22.36 
Ireland,ETH,Ethiopia,LDCs,Afr, 5.75 , 5.14 , 3.86 , 0.08 , 14.82 
Ireland,SDN,Sudan,LDCs,Emr, 0.32 , 0.27 , 7.75 , 0.34 , 8.67 
Ireland,LBR,Liberia,LDCs,Afr, -   , 0.18 , 7.98 , -   , 8.16 
Ireland,MWI,Malawi,LDCs,Afr, -   , 2.28 , 3.99 , -   , 6.27 
Ireland,SLE,Sierra Leone,LDCs,Afr, -   , 0.33 , 5.21 , 0.02 , 5.56 
Ireland,ZWE,Zimbabwe,Other LICs,Afr, -   , 1.66 , 3.75 , -   , 5.41 
Ireland,KEN,Kenya,Other LICs,Afr, 0.02 , 1.42 , 3.10 , -   , 4.53 
Ireland,ZAF,South Africa,UMICs,Afr, 0.21 , 0.98 , 2.77 , -   , 3.96 
Ireland,ZMB,Zambia,LDCs,Afr, -   , 2.01 , 1.04 , -   , 3.05 
Ireland,IND,India,LMICs,Sear, -   , 0.03 , 1.16 , -   , 1.19 
Ireland,NGA,Nigeria,LMICs,Afr, 0.02 , 0.06 , 0.75 , -   , 0.82 
Ireland,SOM,Somalia,LDCs,Emr, -   , -   , 0.76 , -   , 0.76 
Ireland,BGD,Bangladesh,LDCs,Sear, -   , 0.46 , 0.21 , -   , 0.67 
Ireland,RWA,Rwanda,LDCs,Afr, -   , 0.35 , 0.25 , -   , 0.60 
Ireland,NIC,Nicaragua,LMICs,Amr, -   , -   , 0.60 , -   , 0.60 
Ireland,COD,Democratic Republic of the Congo,LDCs,Afr, -   , 0.15 , 0.39 , -   , 0.54 
Ireland,BOL,Bolivia (Plurinational State of),LMICs,Amr, -   , -   , 0.53 , -   , 0.53 
Ireland,IRQ,Iraq,LMICs,Emr, -   , -   , 0.46 , -   , 0.46 
Ireland,TLS,Timor-Leste,LDCs,Sear, -   , -   , 0.39 , -   , 0.39 
Ireland,VNM,Viet Nam,LMICs,Wpr, 0.02 , 0.15 , 0.21 , -   , 0.38 
Ireland,BLR,Belarus,UMICs,Eur, -   , -   , 0.37 , -   , 0.37 
Ireland,CIV,Côte d'Ivoire,LMICs,Afr, -   , -   , 0.36 , -   , 0.36 
Ireland,LBN,Lebanon,UMICs,Emr, -   , -   , 0.32 , -   , 0.32 
Ireland,BDI,Burundi,LDCs,Afr, -   , -   , -   , 0.30 , 0.30 
Ireland,GHA,Ghana,LMICs,Afr, -   , 0.12 , 0.12 , -   , 0.25 
Ireland,MRT,Mauritania,LDCs,Afr, -   , -   , 0.24 , -   , 0.24 
Ireland,BEN,Benin,LDCs,Afr, -   , -   , 0.23 , -   , 0.23 
Ireland,LKA,Sri Lanka,LMICs,Sear, -   , -   , 0.23 , -   , 0.23 
Ireland,NER,Niger,LDCs,Afr, -   , -   , 0.21 , -   , 0.21 
Ireland,AGO,Angola,LDCs,Afr, -   , 0.16 , 0.02 , -   , 0.18 
Ireland,HND,Honduras,LMICs,Amr, -   , -   , 0.15 , -   , 0.15 
Ireland,CMR,Cameroon,LMICs,Afr, -   , -   , 0.13 , -   , 0.13 
Ireland,TCD,Chad,LDCs,Afr, -   , -   , 0.13 , -   , 0.13 
Ireland,ARG,Argentina,UMICs,Amr, -   , -   , 0.11 , -   , 0.11 
Ireland,BRA,Brazil,UMICs,Amr, -   , 0.03 , 0.07 , -   , 0.11 
Ireland,EGY,Egypt,LMICs,Emr, -   , -   , 0.09 , -   , 0.09 
Ireland,BIH,Bosnia and Herzegovina,UMICs,Eur, -   , -   , 0.09 , -   , 0.09 
Ireland,ALB,Albania,UMICs,Eur, -   , -   , 0.07 , -   , 0.07 
Ireland,BWA,Botswana,UMICs,Afr, -   , 0.02 , 0.04 , -   , 0.06 
Ireland,PAK,Pakistan,LMICs,Emr, -   , 0.02 , 0.04 , -   , 0.06 
Ireland,GIN,Guinea,LDCs,Afr, -   , -   , 0.05 , -   , 0.05 
Ireland,MMR,Myanmar,LDCs,Sear, -   , -   , 0.05 , -   , 0.05 
Ireland,PER,Peru,UMICs,Amr, -   , -   , 0.05 , -   , 0.05 
Ireland,SWZ,Swaziland,LMICs,Afr, -   , -   , 0.03 , -   , 0.03 
Ireland,THA,Thailand,UMICs,Sear, -   , -   , 0.03 , -   , 0.03 
Ireland,PSE,West Bank and Gaza Strip,LMICs,Not UN, -   , 0.03 , -   , -   , 0.03 
Ireland,YEM,Yemen,LDCs,Emr, -   , 0.02 , -   , -   , 0.02 
Ireland,ECU,Ecuador,UMICs,Amr, -   , -   , 0.02 , -   , 0.02 
Ireland,PHL,Philippines,LMICs,Wpr, -   , -   , 0.02 , -   , 0.02 
Ireland,HTI,Haiti,LDCs,Amr, -   , 0.00 , 0.00 , -   , 0.00 
Isl.Dev Bank,AFG,Afghanistan,LDCs,Emr, -   , -   , -   , -   , -   
Isl.Dev Bank,BEN,Benin,LDCs,Afr, -   , -   , -   , -   , -   
Isl.Dev Bank,BFA,Burkina Faso,LDCs,Afr, -   , -   , -   , -   , -   
Isl.Dev Bank,CMR,Cameroon,LMICs,Afr, -   , -   , -   , -   , -   
Isl.Dev Bank,COM,Comoros,LDCs,Afr, -   , -   , -   , -   , -   
Isl.Dev Bank,DJI,Djibouti,LDCs,Emr, -   , -   , -   , -   , -   
Isl.Dev Bank,GMB,Gambia,LDCs,Afr, -   , -   , -   , -   , -   
Isl.Dev Bank,IRN,Iran (Islamic Republic of),UMICs,Emr, -   , -   , -   , -   , -   
Isl.Dev Bank,JOR,Jordan,UMICs,Emr, -   , -   , -   , -   , -   
Isl.Dev Bank,KGZ,Kyrgyzstan,Other LICs,Eur, -   , -   , -   , -   , -   
Isl.Dev Bank,MLI,Mali,LDCs,Afr, -   , -   , -   , -   , -   
Isl.Dev Bank,NGA,Nigeria,LMICs,Afr, -   , -   , -   , -   , -   
Isl.Dev Bank,SDN,Sudan,LDCs,Emr, -   , -   , -   , -   , -   
Isl.Dev Bank,TCD,Chad,LDCs,Afr, -   , -   , -   , -   , -   
Isl.Dev Bank,UZB,Uzbekistan,LMICs,Eur, -   , -   , -   , -   , -   
Isl.Dev Bank,YEM,Yemen,LDCs,Emr, -   , -   , -   , -   , -   
Isl.Dev Bank,Global and Regional,Global and Regional,Global and Regional,Global and Regional, -   , -   , -   , -   , -   
Italy,ETH,Ethiopia,LDCs,Afr, 5.23 , 0.57 , 8.15 , -   , 13.95 
Italy,UGA,Uganda,LDCs,Afr, 0.93 , 0.47 , 11.77 , 0.00 , 13.17 
Italy,SDN,Sudan,LDCs,Emr, 2.24 , -   , 5.86 , 3.96 , 12.06 
Italy,MOZ,Mozambique,LDCs,Afr, 4.06 , 1.44 , 6.21 , -   , 11.71 
Italy,IND,India,LMICs,Sear, -   , 2.22 , 7.25 , -   , 9.47 
Italy,AFG,Afghanistan,LDCs,Emr, 3.74 , -   , 5.03 , -   , 8.77 
Italy,KEN,Kenya,Other LICs,Afr, 3.29 , 2.12 , 2.18 , 0.46 , 8.05 
Italy,ZAF,South Africa,UMICs,Afr, 0.67 , 6.41 , 0.73 , -   , 7.81 
Italy,TZA,United Republic of Tanzania,LDCs,Afr, 0.79 , 2.87 , 1.73 , 0.40 , 5.79 
Italy,COD,Democratic Republic of the Congo,LDCs,Afr, 2.08 , 0.22 , 2.82 , -   , 5.12 
Italy,BFA,Burkina Faso,LDCs,Afr, 0.42 , 2.93 , 1.34 , 0.10 , 4.79 
Italy,Global and Regional,Global and Regional,Global and Regional,Global and Regional, 0.70 , 1.16 , 2.19 , 0.12 , 4.17 
Italy,ALB,Albania,UMICs,Eur, 1.57 , -   , 2.26 , 0.02 , 3.85 
Italy,BOL,Bolivia (Plurinational State of),LMICs,Amr, 0.32 , -   , 3.22 , -   , 3.55 
Italy,PSE,West Bank and Gaza Strip,LMICs,Not UN, 0.53 , -   , 2.91 , -   , 3.44 
Italy,VNM,Viet Nam,LMICs,Wpr, -   , 0.11 , 3.26 , -   , 3.37 
Italy,IRQ,Iraq,LMICs,Emr, 0.39 , -   , 2.82 , -   , 3.22 
Italy,LBN,Lebanon,UMICs,Emr, -   , -   , 1.68 , 1.49 , 3.16 
Italy,AGO,Angola,LDCs,Afr, -   , 0.03 , 2.78 , 0.04 , 2.84 
Italy,CMR,Cameroon,LMICs,Afr, -   , 1.01 , 1.73 , -   , 2.74 
Italy,BDI,Burundi,LDCs,Afr, 2.37 , -   , 0.34 , -   , 2.72 
Italy,ECU,Ecuador,UMICs,Amr, -   , -   , 2.34 , 0.18 , 2.52 
Italy,BRA,Brazil,UMICs,Amr, -   , 0.07 , 2.25 , 0.13 , 2.45 
Italy,URY,Uruguay,UMICs,Amr, -   , -   , 2.37 , -   , 2.37 
Italy,SOM,Somalia,LDCs,Emr, -   , -   , 2.33 , -   , 2.33 
Italy,PHL,Philippines,LMICs,Wpr, -   , -   , 2.20 , -   , 2.20 
Italy,CHN,China,UMICs,Wpr, 0.09 , 0.10 , 1.93 , -   , 2.13 
Italy,ZWE,Zimbabwe,Other LICs,Afr, -   , 0.49 , 1.48 , -   , 1.97 
Italy,LBR,Liberia,LDCs,Afr, 0.00 , -   , 1.85 , -   , 1.85 
Italy,NER,Niger,LDCs,Afr, 1.62 , -   , 0.23 , -   , 1.84 
Italy,UNK,Kosovo (SCR 1244 (1999)),LMICs,Not UN, 1.78 , 0.06 , -   , -   , 1.83 
Italy,MDG,Madagascar,LDCs,Afr, 0.24 , 0.02 , 1.55 , -   , 1.81 
Italy,PER,Peru,UMICs,Amr, 0.74 , 0.18 , 0.58 , 0.05 , 1.55 
Italy,NGA,Nigeria,LMICs,Afr, -   , 0.36 , 1.18 , -   , 1.54 
Italy,MWI,Malawi,LDCs,Afr, 0.02 , 0.35 , 1.16 , 0.00 , 1.53 
Italy,SYR,Syrian Arab Republic,LMICs,Emr, -   , -   , 1.53 , -   , 1.53 
Italy,MKD,The former Yugoslav Republic of Macedonia,UMICs,Eur, 1.32 , -   , 0.02 , -   , 1.34 
Italy,KHM,Cambodia,LDCs,Wpr, -   , 0.04 , 0.80 , 0.47 , 1.31 
Italy,MLI,Mali,LDCs,Afr, 1.12 , -   , 0.13 , -   , 1.25 
Italy,SLV,El Salvador,LMICs,Amr, -   , -   , 1.21 , -   , 1.21 
Italy,MMR,Myanmar,LDCs,Sear, -   , 0.35 , 0.82 , -   , 1.17 
Italy,BEN,Benin,LDCs,Afr, -   , 0.68 , 0.41 , -   , 1.09 
Italy,BIH,Bosnia and Herzegovina,UMICs,Eur, 0.11 , 0.00 , 0.89 , -   , 0.99 
Italy,ERI,Eritrea,LDCs,Afr, -   , -   , 0.97 , -   , 0.97 
Italy,ARG,Argentina,UMICs,Amr, -   , -   , 0.95 , -   , 0.95 
Italy,EGY,Egypt,LMICs,Emr, 0.72 , -   , 0.10 , -   , 0.83 
Italy,CIV,Côte d'Ivoire,LMICs,Afr, 0.12 , 0.05 , 0.55 , 0.07 , 0.79 
Italy,MRT,Mauritania,LDCs,Afr, -   , -   , 0.77 , -   , 0.77 
Italy,SSD,South Sudan,Other LICs,Emr, -   , -   , 0.50 , 0.26 , 0.76 
Italy,BGD,Bangladesh,LDCs,Sear, -   , 0.06 , 0.70 , -   , 0.76 
Italy,TUN,Tunisia,UMICs,Emr, 0.00 , -   , 0.72 , -   , 0.72 
Italy,MAR,Morocco,LMICs,Emr, -   , -   , 0.38 , 0.33 , 0.71 
Italy,CUB,Cuba,UMICs,Amr, -   , 0.16 , 0.52 , -   , 0.67 
Italy,SEN,Senegal,LDCs,Afr, 0.45 , 0.02 , 0.16 , -   , 0.63 
Italy,CHL,Chile,UMICs,Amr, -   , -   , 0.61 , -   , 0.61 
Italy,TCD,Chad,LDCs,Afr, -   , -   , 0.58 , -   , 0.58 
Italy,RWA,Rwanda,LDCs,Afr, 0.03 , -   , 0.47 , -   , 0.51 
Italy,SLE,Sierra Leone,LDCs,Afr, -   , -   , 0.48 , -   , 0.48 
Italy,NAM,Namibia,UMICs,Afr, -   , 0.47 , -   , -   , 0.47 
Italy,LAO,Lao People's Democratic Republic,LDCs,Wpr, -   , -   , 0.39 , 0.05 , 0.43 
Italy,HND,Honduras,LMICs,Amr, 0.05 , -   , 0.35 , 0.02 , 0.42 
Italy,CAF,Central African Republic,LDCs,Afr, -   , -   , 0.34 , -   , 0.34 
Italy,DJI,Djibouti,LDCs,Emr, -   , -   , 0.33 , -   , 0.33 
Italy,SYC,Seychelles,UMICs,Afr, -   , -   , 0.33 , -   , 0.33 
Italy,DMA,Dominica,UMICs,Amr, -   , -   , 0.33 , -   , 0.33 
Italy,PAK,Pakistan,LMICs,Emr, -   , -   , 0.32 , -   , 0.32 
Italy,HTI,Haiti,LDCs,Amr, -   , 0.08 , 0.24 , -   , 0.32 
Italy,MDA,Republic of Moldova,LMICs,Eur, -   , -   , 0.31 , -   , 0.31 
Italy,GNB,Guinea-Bissau,LDCs,Afr, 0.13 , 0.10 , 0.04 , 0.01 , 0.29 
Italy,JOR,Jordan,UMICs,Emr, -   , -   , 0.27 , -   , 0.27 
Italy,GTM,Guatemala,LMICs,Amr, 0.12 , -   , 0.11 , -   , 0.23 
Italy,ZMB,Zambia,LDCs,Afr, 0.10 , 0.02 , 0.11 , -   , 0.23 
Italy,PNG,Papua New Guinea,LMICs,Wpr, -   , -   , -   , 0.23 , 0.23 
Italy,YEM,Yemen,LDCs,Emr, 0.23 , -   , 0.00 , -   , 0.23 
Italy,TGO,Togo,LDCs,Afr, -   , -   , 0.23 , -   , 0.23 
Italy,COM,Comoros,LDCs,Afr, -   , -   , 0.20 , -   , 0.20 
Italy,MNG,Mongolia,LMICs,Wpr, -   , -   , 0.19 , -   , 0.19 
Italy,TJK,Tajikistan,Other LICs,Eur, -   , -   , 0.18 , -   , 0.18 
Italy,THA,Thailand,UMICs,Sear, -   , 0.13 , 0.03 , -   , 0.16 
Italy,GHA,Ghana,LMICs,Afr, -   , -   , 0.16 , -   , 0.16 
Italy,UKR,Ukraine,LMICs,Eur, -   , -   , 0.13 , -   , 0.13 
Italy,NIC,Nicaragua,LMICs,Amr, -   , -   , 0.11 , -   , 0.11 
Italy,LSO,Lesotho,LDCs,Afr, -   , 0.10 , -   , -   , 0.10 
Italy,CPV,Cape Verde,LMICs,Afr, 0.01 , -   , 0.09 , -   , 0.10 
Italy,COL,Colombia,UMICs,Amr, -   , -   , 0.08 , -   , 0.08 
Italy,ARM,Armenia,LMICs,Eur, -   , -   , 0.08 , -   , 0.08 
Italy,TLS,Timor-Leste,LDCs,Sear, -   , -   , 0.05 , -   , 0.05 
Italy,DZA,Algeria,UMICs,Afr, -   , -   , 0.04 , -   , 0.04 
Italy,MEX,Mexico,UMICs,Amr, -   , -   , 0.04 , -   , 0.04 
Italy,COG,Congo,LMICs,Afr, -   , -   , 0.04 , -   , 0.04 
Italy,LKA,Sri Lanka,LMICs,Sear, -   , -   , 0.03 , -   , 0.03 
Italy,BLR,Belarus,UMICs,Eur, 0.01 , -   , 0.02 , -   , 0.03 
Italy,VEN,Venezuela (Bolivarian Republic of),UMICs,Amr, -   , -   , 0.03 , -   , 0.03 
Italy,NPL,Nepal,LDCs,Sear, -   , -   , 0.02 , -   , 0.02 
Italy,JAM,Jamaica,UMICs,Amr, -   , -   , 0.02 , -   , 0.02 
Italy,PRY,Paraguay,LMICs,Amr, -   , -   , 0.01 , -   , 0.01 
Italy,IDN,Indonesia,LMICs,Sear, -   , -   , 0.01 , -   , 0.01 
Italy,LBY,Libya,UMICs,Emr, -   , -   , -   , -   , -   
Japan,AFG,Afghanistan,LDCs,Emr, 4.53 , 17.15 , 51.24 , 1.21 , 74.14 
Japan,Global and Regional,Global and Regional,Global and Regional,Global and Regional, 20.56 , 4.16 , 2.98 , 11.91 , 39.61 
Japan,PAK,Pakistan,LMICs,Emr, 2.95 , 32.21 , 0.87 , 0.52 , 36.55 
Japan,CHN,China,UMICs,Wpr, 27.44 , 4.06 , 4.19 , 0.09 , 35.79 
Japan,VNM,Viet Nam,LMICs,Wpr, 5.53 , 3.97 , 24.35 , 0.72 , 34.57 
Japan,PHL,Philippines,LMICs,Wpr, 2.75 , 4.34 , 24.79 , 2.21 , 34.09 
Japan,SDN,Sudan,LDCs,Emr, 3.00 , 10.57 , 13.18 , 3.91 , 30.66 
Japan,KEN,Kenya,Other LICs,Afr, 5.61 , 6.63 , 16.10 , 0.79 , 29.13 
Japan,LKA,Sri Lanka,LMICs,Sear, 3.81 , 0.04 , 22.10 , -   , 25.94 
Japan,SEN,Senegal,LDCs,Afr, 17.16 , 0.01 , 2.47 , 2.81 , 22.45 
Japan,SLB,Solomon Islands,LDCs,Wpr, 19.90 , 1.40 , 1.12 , 0.01 , 22.42 
Japan,COD,Democratic Republic of the Congo,LDCs,Afr, 2.22 , -   , 16.12 , 0.54 , 18.88 
Japan,UGA,Uganda,LDCs,Afr, 1.80 , 0.13 , 16.79 , 0.03 , 18.75 
Japan,KHM,Cambodia,LDCs,Wpr, 4.75 , 2.01 , 9.87 , 1.74 , 18.36 
Japan,ZMB,Zambia,LDCs,Afr, 3.38 , 7.47 , 4.34 , 2.16 , 17.35 
Japan,TON,Tonga,LMICs,Wpr, 0.79 , -   , 15.82 , -   , 16.61 
Japan,ZWE,Zimbabwe,Other LICs,Afr, 0.17 , 7.50 , 5.99 , 0.67 , 14.33 
Japan,GHA,Ghana,LMICs,Afr, 0.53 , 2.93 , 7.23 , 2.40 , 13.09 
Japan,NGA,Nigeria,LMICs,Afr, 0.14 , 10.44 , 0.16 , 1.63 , 12.38 
Japan,ETH,Ethiopia,LDCs,Afr, 0.27 , 1.87 , 6.70 , 3.43 , 12.27 
Japan,IDN,Indonesia,LMICs,Sear, 2.83 , 5.86 , 2.88 , 0.21 , 11.78 
Japan,TZA,United Republic of Tanzania,LDCs,Afr, 4.74 , 5.02 , 1.60 , 0.33 , 11.69 
Japan,MMR,Myanmar,LDCs,Sear, 1.93 , 6.38 , 2.91 , 0.26 , 11.48 
Japan,NER,Niger,LDCs,Afr, 0.24 , 4.77 , 2.91 , 0.18 , 8.10 
Japan,BGD,Bangladesh,LDCs,Sear, 0.78 , 0.79 , 1.84 , 3.67 , 7.07 
Japan,MOZ,Mozambique,LDCs,Afr, 6.42 , 0.28 , 0.16 , 0.04 , 6.91 
Japan,BRA,Brazil,UMICs,Amr, 1.52 , 1.48 , 3.51 , 0.35 , 6.87 
Japan,LAO,Lao People's Democratic Republic,LDCs,Wpr, 3.29 , 0.05 , 1.71 , 1.68 , 6.73 
Japan,LBR,Liberia,LDCs,Afr, 0.28 , 5.40 , 0.06 , 0.85 , 6.58 
Japan,BEN,Benin,LDCs,Afr, 0.43 , 0.01 , 5.17 , 0.84 , 6.44 
Japan,ALB,Albania,UMICs,Eur, 0.34 , -   , 5.88 , -   , 6.23 
Japan,HND,Honduras,LMICs,Amr, 0.56 , 0.96 , 1.39 , 3.02 , 5.93 
Japan,BOL,Bolivia (Plurinational State of),LMICs,Amr, 1.75 , 0.04 , 2.40 , 1.60 , 5.79 
Japan,SYR,Syrian Arab Republic,LMICs,Emr, 0.07 , -   , 3.76 , 1.95 , 5.78 
Japan,IND,India,LMICs,Sear, 1.19 , 2.25 , 1.10 , 1.04 , 5.57 
Japan,NPL,Nepal,LDCs,Sear, 0.70 , 0.06 , 2.76 , 2.02 , 5.54 
Japan,TJK,Tajikistan,Other LICs,Eur, 0.21 , 0.82 , 3.44 , 0.82 , 5.29 
Japan,AGO,Angola,LDCs,Afr, 0.40 , 4.49 , 0.24 , 0.02 , 5.15 
Japan,BFA,Burkina Faso,LDCs,Afr, 0.62 , 0.08 , 3.67 , 0.75 , 5.12 
Japan,BDI,Burundi,LDCs,Afr, 0.11 , 1.41 , 1.65 , 1.87 , 5.04 
Japan,MWI,Malawi,LDCs,Afr, 1.11 , 1.36 , 2.48 , 0.08 , 5.03 
Japan,THA,Thailand,UMICs,Sear, 0.71 , 3.60 , 0.37 , 0.06 , 4.74 
Japan,GTM,Guatemala,LMICs,Amr, 0.71 , 1.15 , 1.51 , 1.22 , 4.59 
Japan,NIC,Nicaragua,LMICs,Amr, 0.77 , 1.79 , 1.20 , 0.45 , 4.21 
Japan,HTI,Haiti,LDCs,Amr, 0.46 , 3.11 , 0.58 , 0.06 , 4.21 
Japan,SRB,Serbia,UMICs,Eur, 0.29 , -   , 3.75 , 0.16 , 4.20 
Japan,SLV,El Salvador,LMICs,Amr, 2.04 , 0.65 , 1.41 , 0.06 , 4.16 
Japan,FJI,Fiji,LMICs,Wpr, 2.92 , 0.23 , 0.62 , 0.02 , 3.79 
Japan,PRY,Paraguay,LMICs,Amr, 1.84 , 0.05 , 1.68 , 0.07 , 3.63 
Japan,ERI,Eritrea,LDCs,Afr, 1.61 , 0.62 , 1.17 , -   , 3.41 
Japan,PSE,West Bank and Gaza Strip,LMICs,Not UN, 0.72 , 0.08 , 0.78 , 1.83 , 3.40 
Japan,MDG,Madagascar,LDCs,Afr, 0.23 , 1.94 , 0.55 , 0.47 , 3.19 
Japan,ZAF,South Africa,UMICs,Afr, 1.32 , 1.35 , 0.41 , 0.02 , 3.11 
Japan,JOR,Jordan,UMICs,Emr, 0.29 , 0.09 , 0.59 , 1.88 , 2.86 
Japan,MNG,Mongolia,LMICs,Wpr, 0.92 , 0.23 , 1.22 , 0.45 , 2.82 
Japan,EGY,Egypt,LMICs,Emr, 0.28 , 0.25 , 0.14 , 2.14 , 2.81 
Japan,KGZ,Kyrgyzstan,Other LICs,Eur, 0.36 , -   , 1.72 , 0.69 , 2.77 
Japan,TLS,Timor-Leste,LDCs,Sear, 0.29 , 0.05 , 2.08 , 0.32 , 2.74 
Japan,PER,Peru,UMICs,Amr, 1.43 , 0.07 , 0.95 , 0.17 , 2.63 
Japan,SLE,Sierra Leone,LDCs,Afr, 2.40 , -   , 0.10 , 0.09 , 2.59 
Japan,CIV,Côte d'Ivoire,LMICs,Afr, 0.16 , 2.10 , 0.23 , 0.06 , 2.55 
Japan,UZB,Uzbekistan,LMICs,Eur, 0.57 , 0.03 , 1.88 , 0.04 , 2.52 
Japan,MLI,Mali,LDCs,Afr, 0.18 , 1.51 , 0.49 , 0.33 , 2.52 
Japan,TCD,Chad,LDCs,Afr, 0.01 , -   , 2.35 , 0.06 , 2.42 
Japan,MAR,Morocco,LMICs,Emr, 0.11 , 0.02 , 1.52 , 0.64 , 2.29 
Japan,PNG,Papua New Guinea,LMICs,Wpr, 1.08 , 0.11 , 0.54 , 0.53 , 2.26 
Japan,YEM,Yemen,LDCs,Emr, 0.48 , -   , 0.55 , 1.20 , 2.23 
Japan,DJI,Djibouti,LDCs,Emr, 0.14 , 0.01 , 1.61 , 0.09 , 1.85 
Japan,COG,Congo,LMICs,Afr, 0.02 , 1.81 , -   , -   , 1.83 
Japan,DOM,Dominican Republic,UMICs,Amr, 0.89 , 0.00 , 0.68 , 0.09 , 1.65 
Japan,ECU,Ecuador,UMICs,Amr, 0.27 , 0.00 , 1.33 , 0.04 , 1.64 
