Donor,Year,WHO Region,"Disbursements, Million, constant 2010 US$"
Portugal,2010,Emr, 0.00 
Portugal,2010,MULTI, 0.45 
Portugal,2010,Sear, 0.35 
Portugal,2011,Afr, 15.99 
Portugal,2011,MULTI, 0.04 
Portugal,2011,Sear, 0.32 
Republic of Korea,2006,Afr, 2.57 
Republic of Korea,2006,Amr, 2.87 
Republic of Korea,2006,Emr, 8.81 
Republic of Korea,2006,Eur, 12.94 
Republic of Korea,2006,MULTI, 1.79 
Republic of Korea,2006,Sear, 2.58 
Republic of Korea,2006,Wpr, 6.28 
Republic of Korea,2007,Afr, 2.63 
Republic of Korea,2007,Amr, 6.33 
Republic of Korea,2007,Emr, 11.79 
Republic of Korea,2007,Eur, 7.59 
Republic of Korea,2007,MULTI, 3.47 
Republic of Korea,2007,Not UN, 0.49 
Republic of Korea,2007,Sear, 4.29 
Republic of Korea,2007,Wpr, 9.50 
Republic of Korea,2008,Afr, 9.14 
Republic of Korea,2008,Amr, 16.78 
Republic of Korea,2008,Emr, 6.64 
Republic of Korea,2008,Eur, 3.09 
Republic of Korea,2008,MULTI, 11.67 
Republic of Korea,2008,Sear, 8.08 
Republic of Korea,2008,Wpr, 11.47 
Republic of Korea,2009,Afr, 12.59 
Republic of Korea,2009,Amr, 17.57 
Republic of Korea,2009,Emr, 21.34 
Republic of Korea,2009,Eur, 17.06 
Republic of Korea,2009,MULTI, 13.53 
Republic of Korea,2009,Not UN, 0.11 
Republic of Korea,2009,Sear, 1.64 
Republic of Korea,2009,Wpr, 30.30 
Republic of Korea,2010,Afr, 13.12 
Republic of Korea,2010,Amr, 19.75 
Republic of Korea,2010,Emr, 21.84 
Republic of Korea,2010,Eur, 29.33 
Republic of Korea,2010,MULTI, 12.69 
Republic of Korea,2010,Not UN, 1.96 
Republic of Korea,2010,Sear, 6.77 
Republic of Korea,2010,Wpr, 35.54 
Republic of Korea,2011,Afr, 12.47 
Republic of Korea,2011,Amr, 10.79 
Republic of Korea,2011,Emr, 9.36 
Republic of Korea,2011,Eur, 14.41 
Republic of Korea,2011,MULTI, 3.69 
Republic of Korea,2011,Not UN, 1.04 
Republic of Korea,2011,Sear, 15.18 
Republic of Korea,2011,Wpr, 29.93 
Spain,2001,Afr, 51.37 
Spain,2001,Amr, 36.35 
Spain,2001,Emr, 6.46 
Spain,2001,Eur, 7.58 
Spain,2001,MULTI, 6.39 
Spain,2001,Not UN, 2.71 
Spain,2001,Sear, 50.86 
Spain,2001,Wpr, 11.21 
Spain,2002,Afr, 26.62 
Spain,2002,Amr, 44.36 
Spain,2002,Emr, 13.19 
Spain,2002,Eur, 2.20 
Spain,2002,MULTI, 10.88 
Spain,2002,Not UN, 2.54 
Spain,2002,Sear, 1.75 
Spain,2002,Wpr, 6.40 
Spain,2003,Afr, 44.68 
Spain,2003,Amr, 44.80 
Spain,2003,Emr, 8.87 
Spain,2003,Eur, 2.09 
Spain,2003,MULTI, 5.55 
Spain,2003,Not UN, 2.46 
Spain,2003,Sear, 1.24 
Spain,2003,Wpr, 17.61 
Spain,2004,Afr, 54.17 
Spain,2004,Amr, 44.29 
Spain,2004,Emr, 7.96 
Spain,2004,Eur, 1.09 
Spain,2004,MULTI, 8.31 
Spain,2004,Not UN, 3.15 
Spain,2004,Sear, 5.64 
Spain,2004,Wpr, 17.54 
Spain,2005,Afr, 60.23 
Spain,2005,Amr, 48.34 
Spain,2005,Emr, 16.72 
Spain,2005,Eur, 1.89 
Spain,2005,MULTI, 22.09 
Spain,2005,Not UN, 1.19 
Spain,2005,Sear, 9.74 
Spain,2005,Wpr, 11.52 
Spain,2006,Afr, 63.36 
Spain,2006,Amr, 45.77 
Spain,2006,Emr, 10.31 
Spain,2006,Eur, 0.45 
Spain,2006,MULTI, 30.44 
Spain,2006,Not UN, 6.22 
Spain,2006,Sear, 1.25 
Spain,2006,Wpr, 5.86 
Spain,2007,Afr, 77.69 
Spain,2007,Amr, 60.31 
Spain,2007,Emr, 15.29 
Spain,2007,Eur, 0.73 
Spain,2007,MULTI, 69.39 
Spain,2007,Not UN, 2.86 
Spain,2007,Sear, 2.08 
Spain,2007,Wpr, 6.35 
Spain,2008,Afr, 112.82 
Spain,2008,Amr, 110.57 
Spain,2008,Emr, 13.15 
Spain,2008,Eur, 1.98 
Spain,2008,MULTI, 104.81 
Spain,2008,Not UN, 4.02 
Spain,2008,Sear, 5.17 
Spain,2008,Wpr, 12.58 
Spain,2009,Afr, 99.08 
Spain,2009,Amr, 80.83 
Spain,2009,Emr, 27.44 
Spain,2009,Eur, 0.87 
Spain,2009,MULTI, 90.72 
Spain,2009,Not UN, 7.77 
Spain,2009,Sear, 0.72 
Spain,2009,Wpr, 13.47 
Spain,2010,Afr, 74.56 
Spain,2010,Amr, 83.89 
Spain,2010,Emr, 13.11 
Spain,2010,Eur, 0.49 
Spain,2010,MULTI, 64.38 
Spain,2010,Not UN, 4.63 
Spain,2010,Sear, 1.36 
Spain,2010,Wpr, 7.05 
Spain,2011,Afr, 54.73 
Spain,2011,Amr, 40.39 
Spain,2011,Emr, 9.17 
Spain,2011,Eur, 0.15 
Spain,2011,MULTI, 31.86 
Spain,2011,Not UN, 12.97 
Spain,2011,Sear, 1.02 
Spain,2011,Wpr, 6.14 
Sweden,2001,Afr, 36.67 
Sweden,2001,Amr, 11.44 
Sweden,2001,Emr, 1.00 
Sweden,2001,Eur, 4.30 
Sweden,2001,MULTI, 56.22 
Sweden,2001,Not UN, 3.21 
Sweden,2001,Sear, 9.07 
Sweden,2001,Wpr, 13.78 
Sweden,2002,Afr, 34.38 
Sweden,2002,Amr, 10.71 
Sweden,2002,Emr, 0.14 
Sweden,2002,Eur, 3.87 
Sweden,2002,MULTI, 42.50 
Sweden,2002,Not UN, 3.69 
Sweden,2002,Sear, 9.31 
Sweden,2002,Wpr, 8.00 
Sweden,2003,Afr, 39.22 
Sweden,2003,Amr, 8.79 
Sweden,2003,Emr, 1.66 
Sweden,2003,Eur, 3.32 
Sweden,2003,MULTI, 48.67 
Sweden,2003,Not UN, 3.77 
Sweden,2003,Sear, 12.26 
Sweden,2003,Wpr, 5.21 
Sweden,2004,Afr, 57.81 
Sweden,2004,Amr, 8.93 
Sweden,2004,Eur, 1.90 
Sweden,2004,MULTI, 80.27 
Sweden,2004,Not UN, 3.42 
Sweden,2004,Sear, 13.68 
Sweden,2004,Wpr, 6.53 
Sweden,2005,Afr, 71.68 
Sweden,2005,Amr, 9.62 
Sweden,2005,Emr, 0.02 
Sweden,2005,Eur, 5.49 
Sweden,2005,MULTI, 116.22 
Sweden,2005,Not UN, 3.37 
Sweden,2005,Sear, 7.61 
Sweden,2005,Wpr, 7.52 
Sweden,2006,Afr, 100.89 
Sweden,2006,Amr, 15.71 
Sweden,2006,Emr, 2.69 
Sweden,2006,Eur, 12.21 
Sweden,2006,MULTI, 115.24 
Sweden,2006,Not UN, 4.51 
Sweden,2006,Sear, 21.10 
Sweden,2006,Wpr, 8.26 
Sweden,2007,Afr, 85.38 
Sweden,2007,Amr, 14.09 
Sweden,2007,Emr, 5.92 
Sweden,2007,Eur, 15.16 
Sweden,2007,MULTI, 125.03 
Sweden,2007,Not UN, 3.06 
Sweden,2007,Sear, 29.57 
Sweden,2007,Wpr, 7.34 
Sweden,2008,Afr, 64.90 
Sweden,2008,Amr, 13.25 
Sweden,2008,Emr, 6.33 
Sweden,2008,Eur, 13.86 
Sweden,2008,MULTI, 98.53 
Sweden,2008,Not UN, 4.29 
Sweden,2008,Sear, 32.31 
Sweden,2008,Wpr, 6.67 
Sweden,2009,Afr, 49.04 
Sweden,2009,Amr, 10.79 
Sweden,2009,Emr, 5.27 
Sweden,2009,Eur, 11.47 
Sweden,2009,MULTI, 118.34 
Sweden,2009,Not UN, 4.48 
Sweden,2009,Sear, 26.68 
Sweden,2009,Wpr, 2.41 
Sweden,2010,Afr, 45.16 
Sweden,2010,Amr, 4.17 
Sweden,2010,Emr, 11.81 
Sweden,2010,Eur, 3.87 
Sweden,2010,MULTI, 115.01 
Sweden,2010,Not UN, 0.12 
Sweden,2010,Sear, 13.61 
Sweden,2010,Wpr, 1.88 
Sweden,2011,Afr, 49.34 
Sweden,2011,Amr, 5.90 
Sweden,2011,Emr, 15.78 
Sweden,2011,Eur, 0.68 
Sweden,2011,MULTI, 79.24 
Sweden,2011,Not UN, 0.20 
Sweden,2011,Sear, 15.75 
Sweden,2011,Wpr, 2.39 
Switzerland,2001,Afr, -   
Switzerland,2001,Amr, -   
Switzerland,2001,Emr, -   
Switzerland,2001,Eur, -   
Switzerland,2001,MULTI, -   
Switzerland,2001,Sear, -   
Switzerland,2001,Wpr, -   
Switzerland,2002,Afr, 25.91 
Switzerland,2002,Amr, 0.19 
Switzerland,2002,Emr, 1.47 
Switzerland,2002,Eur, 7.57 
Switzerland,2002,MULTI, 14.81 
Switzerland,2002,Not UN, 0.06 
Switzerland,2002,Sear, 1.31 
Switzerland,2002,Wpr, 3.01 
Switzerland,2003,Afr, 26.28 
Switzerland,2003,Amr, 0.37 
Switzerland,2003,Emr, 0.58 
Switzerland,2003,Eur, 9.12 
Switzerland,2003,MULTI, 10.37 
Switzerland,2003,Not UN, 1.60 
Switzerland,2003,Sear, 2.91 
Switzerland,2003,Wpr, 2.75 
Switzerland,2004,Afr, 29.31 
Switzerland,2004,Amr, 0.47 
Switzerland,2004,Emr, 0.75 
Switzerland,2004,Eur, 8.07 
Switzerland,2004,MULTI, 9.87 
Switzerland,2004,Not UN, 1.04 
Switzerland,2004,Sear, 1.18 
Switzerland,2004,Wpr, 3.56 
Switzerland,2005,Afr, 29.16 
Switzerland,2005,Amr, 2.05 
Switzerland,2005,Emr, 3.60 
Switzerland,2005,Eur, 9.79 
Switzerland,2005,MULTI, 8.02 
Switzerland,2005,Not UN, 1.40 
Switzerland,2005,Sear, 1.19 
Switzerland,2005,Wpr, 4.37 
Switzerland,2006,Afr, 26.54 
Switzerland,2006,Amr, 1.48 
Switzerland,2006,Emr, 2.12 
Switzerland,2006,Eur, 13.01 
Switzerland,2006,MULTI, 6.53 
Switzerland,2006,Not UN, 2.02 
Switzerland,2006,Sear, 0.67 
Switzerland,2006,Wpr, 2.66 
Switzerland,2007,Afr, 22.53 
Switzerland,2007,Amr, 0.66 
Switzerland,2007,Emr, 4.57 
Switzerland,2007,Eur, 12.98 
